,index,rt,stimulus,key_press,name,trial_type,trial_index,time_elapsed,internal_node_id,response,certainty,char,set,transposition,order,shift_amount,shift_position,probe_pitches,shifted_pitches,swapped_pitches,shift_direction,question_num,has_decoy,subject,sona_x,block,time,malformed,option_1,option_2,chose,Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,Q15 - Parent Topics,Q15 - Topics,How did you arrive at this experiment?,Q16.1,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona_y,section,Cardinal Name,ID,Major and Minor triads,Rothenberg Propriety,Lerdahl Instable Modes,Unique Step Sizes,# IC 1,# IC 2,# IC 3,# IC 4,# IC 5,# IC 6,Consecutive semitones,Subset of Diatonic,Subset of MOLT,# Transpositions,Spread Unevenness,# Triads,Unique Trichords,Total Trichords,Dissonance Min,Dissonance Max,Dissonance Median,# Diagnostic Intervals,Semitone Set Violations,# Segments,Scale Degree Clarity,Motive Strength,Levenshtein Distance Pentatonic,Levenshtein Distance Diatonic,Stackable with 3rds,Scalar Pentachord,Imperfections,Polygon Area,Inverse Card. name,Diatonic Parents,Harmonic Minor Parents,Melodic Minor Parents,Unique Diads,Total Diads,Sameness Quotient,Coherence Quotient,Prime Form?,Note 2,Note 3,Note 4,Note 5
51,4133,7258.775000002002,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,153,357021,0.0-153.0,neither,high,G,0 2 4 6 7,-1,"['swapped', 'shifted']",1,6,6 8 6 8 11 10 4 11 6 8 10 8,6 8 6 8 11 10 5 11 6 8 10 8,6 8 6 8 11 4 10 11 6 8 10 8,up,131,False,SSS0032,39535,4,2020-09-23 21:13:52.827000+00:00,,swapped,shifted,neither,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
52,4136,1314.1900000008754,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,186,433407,0.0-186.0,2nd,high,L,0 2 4 6 7,2,"['shifted', 'swapped']",-1,6,2 8 2 4 2 9 6 8 2 9 8 14,2 8 2 4 2 9 5 8 2 9 8 14,2 8 2 4 2 6 9 8 2 9 8 14,down,161,False,SSS0032,39535,4,2020-09-23 21:13:52.827000+00:00,,shifted,swapped,swapped,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
53,4145,3463.464999997057,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,65,175691,0.0-65.0,2nd,high,L,0 2 4 6 7,3,"['shifted', 'swapped']",-1,7,6 11 13 6 15 6 11 5 11 3 6 11,6 11 13 6 15 6 11 4 11 3 6 11,6 11 13 6 15 11 6 5 11 3 6 11,down,51,False,SSS0032,39535,5,2020-09-23 21:23:26.807000+00:00,,shifted,swapped,swapped,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
54,4146,1581.889999997802,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,76,195609,0.0-76.0,2nd,high,L,0 2 4 6 7,-2,"['shifted', 'swapped']",1,7,-2 2 -2 3 10 8 2 10 -2 3 10 8,-2 2 -2 3 10 8 2 11 -2 3 10 8,-2 2 -2 3 10 2 8 10 -2 3 10 8,up,61,False,SSS0032,39535,5,2020-09-23 21:23:26.807000+00:00,probe doesn't include all set's notes.,shifted,swapped,swapped,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
55,4147,1434.8499999982305,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,87,218032,0.0-87.0,neither,high,G,0 2 4 6 7,-3,"['shifted', 'swapped']",-1,6,9 7 1 -3 1 -3 -1 9 1 -3 7 1,9 7 1 -3 1 -3 -2 9 1 -3 7 1,9 7 1 -3 1 -1 -3 9 1 -3 7 1,down,71,False,SSS0032,39535,5,2020-09-23 21:23:26.807000+00:00,probe doesn't include all set's notes.,shifted,swapped,neither,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
56,4148,5800.48999999743,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,98,242858,0.0-98.0,1st,high,A,0 2 4 6 7,2,"['shifted', 'swapped']",-1,7,12 10 14 10 4 14 12 10 2 4 2 14,12 10 14 10 4 14 12 9 2 4 2 14,12 10 14 10 4 12 14 10 2 4 2 14,down,81,False,SSS0032,39535,5,2020-09-23 21:23:26.807000+00:00,probe doesn't include all set's notes.,shifted,swapped,shifted,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
57,4149,5898.854999999516,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,109,267906,0.0-109.0,2nd,high,L,0 2 4 6 7,3,"['swapped', 'shifted']",1,7,10 14 10 12 14 8 10 15 14 10 15 12,10 14 10 12 14 8 10 16 14 10 15 12,10 14 10 12 14 10 8 15 14 10 15 12,up,91,False,SSS0032,39535,5,2020-09-23 21:23:26.807000+00:00,,swapped,shifted,shifted,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
58,4160,12989.079999999143,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,10,31927,0.0-10.0,1st,high,A,0 2 4 6 7,0,"['swapped', 'shifted']",-1,7,2 4 0 5 12 5 4 10 4 5 4 10,2 4 0 5 12 5 4 9 4 5 4 10,2 4 0 5 12 4 5 10 4 5 4 10,down,1,False,SSS0032,39535,6,2020-09-23 21:33:01.839000+00:00,,swapped,shifted,swapped,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
59,4161,6796.0600000005215,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,21,58893,0.0-21.0,2nd,high,L,0 2 4 6 7,1,"['shifted', 'swapped']",1,7,13 7 1 7 13 9 2 11 7 13 7 11,13 7 1 7 13 9 2 12 7 13 7 11,13 7 1 7 13 2 9 11 7 13 7 11,up,11,False,SSS0032,39535,6,2020-09-23 21:33:01.839000+00:00,,shifted,swapped,swapped,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
60,4763,397.8499999502674,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,46,159774,0.0-46.0,2nd,high,L,0 2 4 6 7,0,"['swapped', 'shifted']",1,6,0 2 4 12 4 6 2 4 7 6 0 7,0 2 4 12 4 6 3 4 7 6 0 7,0 2 4 12 4 2 6 4 7 6 0 7,up,31,False,SSS0037,38038,1,2020-09-16 21:27:39.195000+00:00,,swapped,shifted,shifted,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
61,4774,1387.4250000226311,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,167,387250,0.0-167.0,2nd,high,L,0 2 4 6 7,0,"['shifted', 'swapped']",1,7,7 6 2 0 4 0 6 7 6 2 0 7,7 6 2 0 4 0 6 8 6 2 0 7,7 6 2 0 4 6 0 7 6 2 0 7,up,141,False,SSS0037,38038,1,2020-09-16 21:27:39.195000+00:00,,shifted,swapped,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
62,4783,344.0150000387803,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,43,81314,0.0-43.0,1st,high,A,0 2 4 6 7,-3,"['swapped', 'shifted']",-1,7,1 -3 4 3 1 9 4 -3 1 -1 3 4,1 -3 4 3 1 9 4 -4 1 -1 3 4,1 -3 4 3 1 4 9 -3 1 -1 3 4,down,31,False,SSS0037,38038,2,2020-09-16 21:34:36.036000+00:00,,swapped,shifted,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
63,4785,597.0499999821186,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,65,120224,0.0-65.0,2nd,high,L,0 2 4 6 7,-2,"['shifted', 'swapped']",-1,7,2 4 2 4 0 5 10 4 -2 4 -2 2,2 4 2 4 0 5 10 3 -2 4 -2 2,2 4 2 4 0 10 5 4 -2 4 -2 2,down,51,False,SSS0037,38038,2,2020-09-16 21:34:36.036000+00:00,,shifted,swapped,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
64,4790,978.0649999738671,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,120,219064,0.0-120.0,1st,high,A,0 2 4 6 7,3,"['swapped', 'shifted']",-1,6,7 10 5 3 9 7 3 15 5 15 9 15,7 10 5 3 9 7 2 15 5 15 9 15,7 10 5 3 9 3 7 15 5 15 9 15,down,101,False,SSS0037,38038,2,2020-09-16 21:34:36.036000+00:00,,swapped,shifted,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
65,4801,124.03000000631437,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,21,40859,0.0-21.0,2nd,high,L,0 2 4 6 7,-1,"['swapped', 'shifted']",-1,6,5 6 1 5 3 5 11 3 5 1 3 11,5 6 1 5 3 5 10 3 5 1 3 11,5 6 1 5 3 11 5 3 5 1 3 11,down,11,False,SSS0037,38038,3,2020-09-16 21:41:38.472000+00:00,,swapped,shifted,shifted,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
66,4808,969.2500000237487,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,98,173555,0.0-98.0,neither,high,G,0 2 4 6 7,2,"['swapped', 'shifted']",1,7,14 8 2 9 6 2 4 9 14 4 8 6,14 8 2 9 6 2 4 10 14 4 8 6,14 8 2 9 6 4 2 9 14 4 8 6,up,81,False,SSS0037,38038,3,2020-09-16 21:41:38.472000+00:00,,swapped,shifted,neither,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
67,4810,442.34000000869855,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,120,217199,0.0-120.0,1st,high,A,0 2 4 6 7,3,"['swapped', 'shifted']",-1,6,15 10 5 7 5 10 9 15 9 15 9 3,15 10 5 7 5 10 8 15 9 15 9 3,15 10 5 7 5 9 10 15 9 15 9 3,down,101,False,SSS0037,38038,3,2020-09-16 21:41:38.472000+00:00,,swapped,shifted,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
68,4811,233.1949999788776,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,131,235828,0.0-131.0,2nd,high,L,0 2 4 6 7,3,"['swapped', 'shifted']",1,7,7 5 3 10 15 10 5 7 3 15 7 15,7 5 3 10 15 10 5 8 3 15 7 15,7 5 3 10 15 5 10 7 3 15 7 15,up,111,False,SSS0037,38038,3,2020-09-16 21:41:38.472000+00:00,probe doesn't include all set's notes.,swapped,shifted,shifted,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
69,4815,1788.1300000008196,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,175,318306,0.0-175.0,2nd,high,L,0 2 4 6 7,0,"['shifted', 'swapped']",-1,7,2 0 7 4 2 6 0 4 12 7 0 4,2 0 7 4 2 6 0 3 12 7 0 4,2 0 7 4 2 0 6 4 12 7 0 4,down,151,False,SSS0037,38038,3,2020-09-16 21:41:38.472000+00:00,,shifted,swapped,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
70,4821,511.04499999200925,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,21,40329,0.0-21.0,2nd,high,L,0 2 4 6 7,1,"['swapped', 'shifted']",-1,7,13 7 5 8 13 8 3 13 1 13 1 3,13 7 5 8 13 8 3 12 1 13 1 3,13 7 5 8 13 3 8 13 1 13 1 3,down,11,False,SSS0037,38038,4,2020-09-16 21:48:40.935000+00:00,,swapped,shifted,shifted,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
71,4826,435.10999996215105,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,76,148670,0.0-76.0,1st,high,A,0 2 4 6 7,-1,"['shifted', 'swapped']",-1,6,3 -1 5 1 5 -1 1 6 1 -1 5 3,3 -1 5 1 5 -1 0 6 1 -1 5 3,3 -1 5 1 5 1 -1 6 1 -1 5 3,down,61,False,SSS0037,38038,4,2020-09-16 21:48:40.935000+00:00,,shifted,swapped,shifted,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
72,4828,871.5099999681115,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,98,187694,0.0-98.0,1st,high,A,0 2 4 6 7,-3,"['shifted', 'swapped']",1,6,-1 -3 4 9 3 9 4 1 9 3 4 -3,-1 -3 4 9 3 9 5 1 9 3 4 -3,-1 -3 4 9 3 4 9 1 9 3 4 -3,up,81,False,SSS0037,38038,4,2020-09-16 21:48:40.935000+00:00,,shifted,swapped,shifted,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
73,4830,465.29000002192333,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,120,226493,0.0-120.0,1st,high,A,0 2 4 6 7,2,"['shifted', 'swapped']",1,6,6 9 8 9 8 9 2 6 9 14 2 14,6 9 8 9 8 9 3 6 9 14 2 14,6 9 8 9 8 2 9 6 9 14 2 14,up,101,False,SSS0037,38038,4,2020-09-16 21:48:40.935000+00:00,probe doesn't include all set's notes.,shifted,swapped,shifted,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
74,4854,4744.200000015553,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,164,404839,0.0-164.0,2nd,high,L,0 2 4 6 7,-2,"['shifted', 'swapped']",1,6,2 0 5 0 4 -2 0 5 2 10 2 5,2 0 5 0 4 -2 1 5 2 10 2 5,2 0 5 0 4 0 -2 5 2 10 2 5,up,141,False,SSS0037,38038,5,2020-09-16 21:58:32.830000+00:00,,shifted,swapped,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
75,4862,6137.965000001714,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,32,86353,0.0-32.0,1st,high,A,0 2 4 6 7,-1,"['swapped', 'shifted']",1,7,5 1 5 -1 6 5 11 6 3 -1 1 11,5 1 5 -1 6 5 11 7 3 -1 1 11,5 1 5 -1 6 11 5 6 3 -1 1 11,up,21,False,SSS0037,38038,6,2020-09-16 22:07:26.672000+00:00,,swapped,shifted,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
76,4866,4530.050000001211,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,76,190083,0.0-76.0,2nd,high,L,0 2 4 6 7,2,"['shifted', 'swapped']",-1,6,8 4 2 4 2 8 14 9 2 9 2 8,8 4 2 4 2 8 13 9 2 9 2 8,8 4 2 4 2 14 8 9 2 9 2 8,down,61,False,SSS0037,38038,6,2020-09-16 22:07:26.672000+00:00,probe doesn't include all set's notes.,shifted,swapped,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
77,4872,6003.4299999824725,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,142,348705,0.0-142.0,2nd,high,L,0 2 4 6 7,-3,"['shifted', 'swapped']",1,7,9 3 4 -3 1 -3 -1 9 -3 9 1 3,9 3 4 -3 1 -3 -1 10 -3 9 1 3,9 3 4 -3 1 -1 -3 9 -3 9 1 3,up,121,False,SSS0037,38038,6,2020-09-16 22:07:26.672000+00:00,,shifted,swapped,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
78,4873,2193.845000001602,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,153,370276,0.0-153.0,1st,high,A,0 2 4 6 7,-2,"['swapped', 'shifted']",1,7,0 4 10 4 2 5 0 2 4 2 -2 4,0 4 10 4 2 5 0 3 4 2 -2 4,0 4 10 4 2 0 5 2 4 2 -2 4,up,131,False,SSS0037,38038,6,2020-09-16 22:07:26.672000+00:00,,swapped,shifted,swapped,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Agree,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
